	User	Histories	Behaviors
4206	U4206		
4207	U4207	B68435 B182322 B154918 B17043	B69966-0 B187091-0 B51282-1 B95019-0 B183398-0 B78173-0 B43334-0 B115581-0 B59354-0 B102358-0 B171882-0 B134658-0 B51749-0 B136835-0 B36411-0 B82487-0 B188923-0 B132598-0 B66159-0 B69775-0
4208	U4208	B119770 B105871 B150630 B139117 B191239	B6939-0 B29577-0 B47362-0 B143083-0 B105890-0 B12814-0 B1104-0 B154794-0 B25328-0 B39432-0 B104805-0 B6600-0 B98107-0 B188624-0 B47404-0 B33329-0 B109611-0 B102381-0 B166749-0 B152765-0
4209	U4209	B138432	B26787-0 B30414-0 B139932-0 B85261-0 B104742-0 B199185-0 B158167-0 B45920-0 B155925-0 B129528-0 B161836-0 B157793-0 B154277-0 B106219-0 B110365-0 B48998-0 B18995-0 B27030-0 B423-0 B4037-0
4211	U4211	B87928 B72810 B132274 B209447 B7354 B151497	B211546-0 B48600-0 B97779-0 B11400-0 B57292-0 B55868-0 B34359-0 B19093-0 B7399-0 B198944-0 B97133-0 B158698-0 B69061-0 B184417-0 B131624-0 B79785-0 B128001-0 B197659-0 B12144-1 B174367-0
4212	U4212	B148837 B146817	B152160-0 B58168-0 B2939-0 B77536-0 B184686-0 B126728-0 B36453-0 B141917-0 B83156-0 B171014-0 B114860-0 B113500-0 B50657-0 B5007-0 B38914-0 B138148-0 B105721-0 B24460-0 B136718-0 B189633-0
4213	U4213	B124906 B155170 B122913 B10873 B132543 B83048 B45223 B163534 B8552 B57501 B175119 B136429 B62215 B42191 B41251 B105122	B113564-0 B92584-0 B132778-0 B140748-0 B102864-0 B117979-0 B189056-0 B69775-0 B114047-0 B160771-0 B85379-0 B47310-0 B86006-0 B161456-0 B105012-0 B171217-0 B158107-0 B98120-0 B68960-0 B61611-0
4215	U4215	B76575 B162823 B124754	B75183-0 B97133-0 B38092-0 B35724-0 B44417-0 B193740-0 B98008-0 B86932-0 B14581-0 B6496-0 B128248-0 B101862-0 B167772-0 B154411-0 B135904-0 B42012-0 B88727-0 B184063-0 B55438-0 B2206-0
4216	U4216	B99226 B38255 B203553 B211776 B15228 B116810 B2974 B19706 B13796 B190893 B162933 B128912 B15396	B130-0 B5088-0 B185912-1 B65095-0 B112247-0 B159715-0 B48340-0 B168023-0 B184937-0 B112274-0 B55149-0 B186173-0 B181668-0 B166633-0 B201708-0 B96781-0 B171635-0 B169086-0 B154527-0 B189030-0
4217	U4217	B80581 B46000 B56165 B146605 B123475 B199467 B129498 B42544 B69638	B47888-0 B47650-0 B2802-0 B11217-0 B68508-0 B147376-0 B143083-0 B96134-0 B131273-0 B754-0 B11482-0 B121468-0 B113677-0 B148525-0 B157493-0 B175085-0 B138313-0 B114964-0 B94846-0 B6318-0
4218	U4218	B100937 B37024 B41677 B32627 B54301 B37936 B132850	B102540-0 B180074-0 B82923-0 B175206-0 B28197-0 B43590-0 B54227-0 B36816-0 B35451-0 B38792-0 B30088-0 B107334-0 B77230-0 B188000-0 B101917-0 B100731-0 B14843-0 B201359-0 B142583-0 B197509-0
4219	U4219	B159869 B48792 B18777	B48350-0 B45402-0 B35203-0 B162976-0 B108137-0 B106032-0 B64655-0 B96411-0 B112814-0 B185024-0 B182322-0 B8248-0 B202093-0 B189558-0 B75873-0 B151848-0 B155618-0 B65260-0 B7977-0 B22500-0
4220	U4220	B26859 B25200 B51547 B103301	B131465-0 B165295-0 B55108-0 B105168-0 B68500-0 B121451-0 B59858-0 B3968-0 B154142-0 B166796-0 B193231-0 B116926-0 B63948-0 B24549-0 B122571-1 B177159-0 B143745-0 B52308-0 B126056-0 B38903-0
4221	U4221		
4222	U4222	B206514 B32884 B22280	B123237-0 B202604-1 B91789-0 B7486-1 B189900-0 B187027-0 B93380-0 B116908-0 B176231-0 B80140-0 B11095-0 B27209-1 B130492-0 B187357-0 B120329-0 B128944-0 B207282-0 B87048-0 B175396-0 B9575-1
4223	U4223	B178400 B134187 B122286	B94180-0 B118340-1 B179781-0 B67364-0 B153411-0 B29863-0 B140710-0 B164076-1 B63898-0 B37688-0 B147811-0 B202621-0 B196909-0 B156182-0 B116888-0 B110948-0 B147139-0 B865-0 B151345-1 B40777-0
4224	U4224	B37103 B113653 B135155	B22743-0 B7448-0 B10793-0 B124393-0 B22309-0 B6600-0 B3985-0 B63820-0 B150933-0 B189558-0 B24877-0 B22853-0 B181047-0 B153166-0 B50460-0 B50032-0 B81499-0 B46221-0 B62511-0 B148499-0
4225	U4225	B76316 B69672 B168920 B128499 B171064 B57913 B132791 B198641 B132382 B192588 B137190 B48370	B60611-0 B120582-0 B18034-0 B66767-0 B27705-0 B123430-0 B159763-0 B12645-0 B16811-0 B107534-0 B170943-0 B102947-0 B25052-0 B34793-0 B208491-0 B130492-0 B18144-0 B41203-0 B139300-0 B116270-0
4226	U4226	B195775 B83824 B152816 B147951 B127491	B107884-0 B107600-0 B198292-0 B177416-0 B183530-0 B90240-0 B30551-0 B53786-0 B131189-0 B98954-0 B153818-0 B40225-0 B163889-0 B59572-0 B170913-0 B126852-0 B59187-0 B95019-0 B109802-0 B146274-0
4227	U4227	B163474 B15122 B160335 B92807	B95431-0 B150912-0 B135155-0 B62536-0 B196877-0 B156172-0 B71629-0 B158138-0 B110620-0 B152733-0 B171684-0 B10225-0 B162739-0 B143527-0 B174768-0 B113274-0 B54090-0 B4688-0 B64389-0 B55676-0
4228	U4228	B170411 B83888 B91821 B123678 B101626	B7420-0 B173781-0 B139315-0 B167021-0 B185139-0 B131716-0 B107038-0 B174208-0 B145785-0 B123426-0 B129050-0 B39026-0 B40067-0 B176418-0 B100932-0 B87883-0 B117616-0 B164729-0 B163636-0 B155381-0
4230	U4230	B184505 B87974 B84050	B15992-0 B106628-0 B135444-0 B30099-0 B123166-0 B125604-0 B50474-0 B153794-0 B55503-0 B139661-0 B68358-0 B58187-0 B168956-0 B160100-0 B149173-0 B123870-0 B19641-0 B100659-0 B38785-0 B136298-0
4231	U4231	B148353 B65426 B59495 B104185 B4253 B43865 B7342 B70675	B19706-0 B69153-0 B25681-0 B19196-0 B138405-0 B73452-0 B46148-0 B118593-0 B57371-0 B95576-0 B173235-0 B115039-0 B15642-0 B198480-0 B11354-0 B120633-0 B119680-0 B149705-0 B113564-0 B129997-0
4232	U4232	B105911 B24815 B188759 B24474 B210742 B95489 B210406 B52893 B53196	B159763-0 B17189-0 B208491-0 B152412-0 B105832-0 B109510-0 B202324-0 B2557-0 B61087-0 B136475-0 B180622-0 B122899-0 B72407-0 B126889-0 B159274-0 B48034-0 B5401-0 B119574-0 B203766-0 B95654-0
4233	U4233	B122269 B141710 B55861 B90910 B146754	B57797-0 B184172-0 B126900-0 B164394-0 B155968-0 B151199-0 B52417-0 B99449-0 B193565-0 B52832-0 B124597-0 B160672-0 B78189-0 B130116-0 B112540-0 B196068-0 B93423-0 B69307-0 B107548-0 B146859-0
4234	U4234	B35244 B19245 B23564 B63364 B153277 B148837 B112679 B85871	B27884-0 B9729-0 B150175-0 B161571-0 B68250-0 B12010-0 B31414-0 B203252-0 B3950-0 B113671-0 B117109-0 B106860-0 B63629-0 B134452-0 B138313-0 B198490-0 B89382-0 B44376-0 B8003-0 B31223-0
4236	U4236	B202585 B11954 B113072 B28337 B135931	B14016-0 B2780-0 B129553-0 B123152-0 B96266-0 B59495-0 B180796-0 B23005-0 B4844-0 B28650-0 B107224-0 B11924-0 B62516-0 B170914-0 B5896-0 B183689-0 B101577-0 B179851-0 B5468-0 B155734-0
4237	U4237	B132630 B155544 B212200 B120324 B1306 B162841 B127252 B53053	B109012-0 B152977-0 B46014-0 B90942-0 B126468-0 B140815-0 B1747-0 B165810-0 B46567-0 B163578-0 B211582-0 B179438-0 B112743-0 B131855-0 B158870-0 B53585-0 B201005-0 B150841-0 B35431-0 B109818-0
4238	U4238	B136473 B16890 B81236	B189089-0 B166809-0 B38509-0 B27873-0 B47429-0 B23128-0 B46258-0 B208446-0 B112415-0 B61204-0 B59753-0 B116865-0 B110975-0 B8613-0 B195429-0 B182737-0 B188379-0 B43590-0 B168787-0 B125903-0
4240	U4240	B131829 B112187 B73119 B195181	B67141-0 B15698-0 B47857-0 B197052-0 B149651-0 B35733-0 B10162-0 B205920-0 B114884-0 B146478-0 B1570-0 B165467-0 B212313-0 B45466-0 B183634-0 B56794-0 B140078-0 B152733-0 B160520-0 B69717-0
4241	U4241	B206514 B37449 B101831 B178700	B163419-0 B195764-0 B68242-0 B44405-0 B154772-0 B197740-0 B191279-0 B44320-0 B92120-0 B81431-0 B114912-0 B72810-1 B183230-0 B14025-0 B43231-0 B130215-0 B55839-0 B166600-0 B11194-0 B145761-0
4243	U4243	B52620 B35480 B183099 B101888	B139318-0 B147792-0 B25380-0 B31722-0 B70094-1 B1745-0 B146248-0 B105400-0 B190318-0 B193760-0 B189313-1 B144687-0 B11270-1 B116324-0 B55737-1 B190273-0 B148159-0 B37903-0 B191035-0 B67038-1
4244	U4244	B168468 B56599 B143923 B143745	B117267-0 B165960-0 B190822-0 B150416-0 B123826-0 B87857-0 B42122-0 B202658-0 B96858-0 B140048-0 B17983-0 B128044-0 B146701-0 B201424-0 B66543-0 B113241-0 B38255-0 B164440-0 B124327-0 B166460-0
4245	U4245	B66124 B64624 B191911 B112769 B138034 B73577 B24713 B94068 B46000 B67754 B167241	B195058-0 B5297-0 B80973-0 B70-0 B183481-0 B128944-1 B146926-0 B153213-0 B56596-0 B123985-0 B153669-0 B174367-0 B79786-0 B142700-0 B39657-0 B149293-0 B116789-0 B133006-0 B101405-0 B24929-0
4246	U4246	B20212 B22751 B26174 B108394 B60129 B121207	B31334-0 B26854-0 B110777-1 B155445-0 B170787-0 B99838-0 B95425-0 B24389-0 B166796-0 B39332-0 B28684-0 B13000-0 B175396-0 B12545-0 B55005-0 B16761-0 B28954-0 B139206-0 B57797-0 B101643-0
4247	U4247	B169139 B92549 B129553 B31770 B127763 B153077 B123206 B170319	B141400-0 B102264-0 B198509-0 B154193-0 B139709-0 B196718-0 B159869-0 B71223-0 B85399-0 B145448-0 B91166-0 B187436-0 B109418-0 B49733-0 B154495-0 B43957-0 B158143-0 B62936-0 B201208-0 B87237-0
4248	U4248	B4253 B126882 B57032 B194132 B33435	B31657-0 B24751-0 B174335-0 B66172-0 B103455-0 B188278-1 B28027-0 B160007-0 B138975-0 B89688-0 B36402-0 B202902-0 B119574-0 B127682-0 B101742-0 B35426-0 B75261-0 B189017-0 B195679-0 B178026-0
4250	U4250	B36687 B43987 B66530 B136298 B907	B185024-0 B119970-0 B141396-0 B177080-0 B14578-0 B101626-0 B147537-0 B61932-0 B100623-0 B103034-0 B75655-0 B57164-0 B196243-0 B161675-0 B156799-0 B191604-0 B123720-0 B148918-0 B200139-0 B103070-0
4251	U4251	B194353 B56730 B71675 B145986	B146078-0 B192091-0 B123429-0 B125564-0 B178576-0 B11694-0 B185663-0 B184743-0 B143733-0 B1753-0 B12588-0 B52952-0 B136727-0 B99154-0 B70055-0 B190895-0 B203616-0 B34793-0 B47128-0 B15998-0
4252	U4252	B35680 B11830 B155485	B136489-0 B133613-0 B39301-1 B110015-0 B190503-0 B152345-0 B211455-0 B71603-0 B5267-0 B10750-0 B118972-0 B73452-0 B30278-0 B22820-0 B76339-1 B138521-1 B118393-1 B105832-0 B50474-1 B21183-0
4253	U4253	B55549 B200571 B26621 B78698 B35229 B6000 B116836	B193480-0 B55005-0 B91257-0 B121952-0 B23938-0 B122577-0 B8168-0 B150841-0 B173118-0 B98319-0 B189055-0 B45973-0 B64901-0 B206009-0 B130846-0 B126167-0 B22233-0 B195911-0 B153687-0 B51505-0
4254	U4254	B40438 B127252 B132274 B105636 B178700	B119723-0 B117422-0 B25216-0 B142604-0 B95560-0 B134593-1 B128248-0 B184647-0 B183099-0 B34140-0 B49754-0 B66187-0 B191129-0 B139317-0 B129060-0 B91654-0 B97058-0 B9051-0 B47376-0 B97383-0
4255	U4255	B127268 B10225 B124718 B78937	B146354-0 B27349-0 B193965-0 B132631-0 B135784-0 B34537-0 B121429-0 B61611-0 B164394-0 B168220-0 B178154-0 B99154-1 B5490-0 B139128-0 B77383-0 B72396-0 B41919-0 B67233-0 B146253-0 B65636-0
4256	U4256	B181047 B38760 B69512 B184240 B56820	B185461-0 B48744-0 B124449-0 B196703-0 B203097-0 B9892-0 B50707-0 B49587-0 B16141-0 B37449-1 B96175-0 B157683-0 B159766-0 B96104-0 B194047-0 B20511-0 B1418-0 B115176-0 B56794-0 B195315-0
4257	U4257	B197161 B107159 B42969	B43590-0 B43745-0 B176370-0 B168787-0 B30588-0 B95794-0 B139037-0 B166243-0 B113646-0 B84386-0 B188516-0 B83180-0 B71186-0 B117692-0 B160414-0 B99103-0 B136841-0 B38092-0 B181689-0 B46344-0
4258	U4258	B200484 B118814 B130308 B159653 B131071 B103810 B87531 B125042 B119723 B6930 B144806 B196579 B60795	B150979-0 B45096-0 B97687-0 B197431-0 B92610-0 B182095-0 B114517-0 B74435-0 B18845-0 B44401-0 B7444-0 B56016-0 B156000-0 B75300-0 B135854-0 B164430-0 B107679-0 B72614-0 B61387-0 B186176-0
4259	U4259	B184417	B73585-0 B176254-0 B32011-0 B52095-0 B120700-0 B197748-0 B73255-0 B57484-0 B185225-0 B61886-0 B182586-0 B196962-0 B104209-0 B63654-0 B79791-0 B175299-0 B35937-0 B66978-0 B199832-0 B45449-0
4260	U4260	B15998 B36453 B162707	B64687-0 B100499-0 B157691-0 B170385-0 B142345-0 B140532-0 B30588-0 B72294-0 B9872-0 B120420-0 B198541-0 B164643-0 B192153-0 B59383-0 B26854-0 B166424-0 B191863-0 B166109-0 B210619-0 B11354-0
4261	U4261	B203097 B58915 B13350 B7696 B8860	B28445-0 B44317-0 B154772-0 B130492-0 B14831-0 B47035-0 B188274-0 B68756-0 B97180-0 B7052-0 B117803-0 B163889-0 B120582-0 B25220-0 B152765-0 B117971-0 B122857-0 B97442-0 B121461-0 B123790-0
4262	U4262	B99557	B76575-0 B44383-0 B61499-0 B12225-0 B83339-0 B133192-0 B49976-0 B25381-0 B8248-0 B37924-0 B73531-0 B20518-0 B109487-0 B104997-0 B76953-0 B203256-0 B101071-0 B179105-0 B25435-0 B174693-0
4263	U4263	B125586 B180771 B111760	B28239-0 B96990-0 B106031-0 B184974-0 B114166-0 B155569-0 B60206-0 B43334-0 B46974-0 B97674-0 B212195-0 B58287-0 B108187-0 B191845-0 B19374-0 B90964-0 B37680-0 B174413-0 B169151-0 B154325-0
4264	U4264	B96781 B134549 B148287	B41532-0 B158107-0 B91789-0 B142345-0 B199718-0 B55822-0 B28893-0 B58178-0 B93591-0 B47049-0 B205544-0 B53786-0 B36926-0 B44333-0 B155268-0 B161790-0 B171014-0 B165512-0 B38949-0 B149173-0
4265	U4265	B212168 B110603 B23564	B76584-0 B74852-0 B187818-0 B161605-1 B120150-0 B170993-0 B76276-0 B190155-0 B35458-0 B48879-0 B190862-0 B117125-0 B99700-0 B105020-0 B125638-0 B173939-0 B160173-0 B117232-0 B106625-0 B174718-0
4266	U4266	B102296 B27026 B6365	B2982-0 B138674-0 B15376-0 B166699-0 B156911-0 B132568-0 B120633-0 B122927-0 B79309-0 B101043-0 B163778-0 B42214-0 B128332-0 B14130-0 B182934-0 B125769-0 B160317-0 B183682-0 B15215-0 B82913-0
4267	U4267	B4110 B183671 B89530 B108937 B16743 B65636 B88532 B80016 B148458 B134298 B193404 B92549 B169252 B17305	B59766-0 B149807-0 B148837-0 B30215-0 B132670-0 B174590-0 B47860-0 B136013-0 B79165-0 B163170-0 B19317-0 B134914-0 B108850-0 B17583-0 B57610-0 B141400-0 B3052-0 B132840-0 B40131-0 B94546-0
4268	U4268	B153704 B24474 B146474	B198611-0 B138681-0 B51231-0 B204357-0 B61435-0 B99615-0 B191869-0 B125937-0 B23115-0 B27015-0 B148458-0 B141650-0 B158661-0 B70211-0 B166507-0 B5292-0 B43671-0 B167880-0 B44727-0 B190809-0
4269	U4269	B24824 B81910 B66124 B53960 B106762 B211356	B18384-0 B25207-0 B16141-0 B205095-0 B145279-0 B22317-0 B194616-0 B16254-0 B155213-0 B40344-0 B30530-0 B188923-0 B170568-0 B210260-0 B25903-0 B199346-0 B143083-0 B100324-0 B126992-0 B166109-0
4270	U4270	B125841 B125600 B19343 B19654 B73480	B72695-0 B49257-0 B99264-0 B2498-0 B72396-0 B59303-0 B82546-0 B55406-0 B136949-0 B123925-0 B129641-0 B63861-0 B2510-0 B138849-0 B113646-0 B8405-0 B102358-0 B77230-0 B165976-0 B185504-0
4271	U4271	B80141 B32029 B129236 B162711	B58187-0 B33384-0 B173939-0 B194987-0 B153959-0 B3832-0 B187818-0 B99477-0 B46482-0 B115506-0 B58773-0 B132447-0 B202773-0 B123508-0 B167450-0 B25978-0 B38009-0 B198975-0 B200125-0 B155398-0
4272	U4272		
4273	U4273	B33030 B178747 B10131 B138133	B63532-0 B69660-0 B17880-0 B126822-0 B193438-0 B21082-0 B41612-0 B35659-0 B154586-0 B155579-0 B21005-0 B202415-0 B134111-0 B60129-0 B155258-0 B165581-0 B40082-0 B149756-0 B78372-0 B156542-0
4274	U4274	B88727 B98766 B119132	B181689-0 B138917-0 B158879-0 B48055-0 B155452-0 B104350-0 B145985-1 B48760-0 B19374-0 B55692-0 B69717-0 B194161-0 B204492-0 B887-0 B128490-0 B176364-0 B125015-0 B53597-0 B156522-0 B163709-0
4275	U4275	B11838 B38833 B166344 B70675 B69512 B90496 B47768 B112237 B188708 B182022	B75313-0 B187893-0 B152621-0 B197064-0 B122947-0 B25744-0 B57100-0 B121341-0 B183417-0 B101375-0 B2662-0 B164858-0 B192496-0 B200541-0 B194605-0 B166301-0 B155735-0 B37103-0 B151921-0 B162380-0
4276	U4276	B78734 B184357 B155393 B131941 B151754 B45674 B210658 B135055 B185777 B166641 B14399	B153024-0 B144739-0 B47519-0 B74703-0 B1570-0 B162580-0 B15870-0 B119906-0 B39570-0 B199110-0 B127582-0 B67294-0 B63826-0 B131185-0 B9729-0 B46376-0 B16434-0 B181981-0 B48350-0 B115259-0
4277	U4277		
4278	U4278	B19245 B70579 B38649 B150624 B60126	B154304-0 B159645-0 B101672-1 B117069-0 B180826-0 B165174-0 B132110-0 B45602-0 B189240-0 B125222-0 B48172-0 B116263-0 B164404-0 B193241-0 B123674-0 B83558-0 B21868-0 B152527-0 B78189-0 B47857-0
4279	U4279	B25085 B41445 B49477 B23174 B11159 B84590 B52953	B181251-0 B141603-0 B102117-0 B19184-0 B56820-0 B133464-0 B53585-0 B49519-0 B154868-0 B127720-0 B40967-0 B204797-0 B148837-0 B132439-0 B96619-0 B28598-0 B209061-0 B100338-0 B133509-0 B169160-0
4280	U4280	B122269	B143632-0 B149152-0 B24801-0 B164536-0 B119866-0 B32167-0 B186985-0 B143733-0 B88728-0 B17737-0 B182433-0 B107292-0 B127895-0 B183819-0 B40611-0 B106295-0 B144385-0 B138812-0 B30832-0 B130853-0
4281	U4281	B196504 B148837	B53089-0 B113933-0 B146145-0 B58780-0 B16054-0 B48141-0 B145099-0 B131376-0 B171685-0 B158346-0 B108294-0 B119918-0 B124073-0 B64417-0 B186985-0 B17552-0 B189829-0 B36251-0 B7146-0 B94438-0
4282	U4282	B194127 B189908 B2392 B101243 B14724 B57501 B68357	B99133-0 B12299-0 B17737-0 B42051-0 B10873-1 B201654-0 B186764-0 B188033-0 B56730-0 B36369-0 B176622-1 B4186-0 B143419-0 B169069-0 B137535-0 B118775-0 B163002-0 B152264-0 B205670-0 B10568-0
4283	U4283	B153750 B67400 B6363	B36171-0 B59303-0 B24474-0 B77843-0 B142784-0 B100256-0 B106520-0 B128001-0 B130116-0 B106611-0 B145788-0 B104110-0 B28424-0 B60729-0 B52462-0 B183671-0 B74643-0 B207808-0 B96140-0 B164926-0
4284	U4284	B48515	B9445-0 B98321-0 B122940-0 B36101-0 B54980-0 B153845-0 B47627-0 B151497-0 B114250-0 B49054-0 B99154-0 B183026-0 B144624-0 B136286-0 B49654-0 B146011-0 B68321-0 B100659-0 B11194-0 B105252-0
4285	U4285		
4286	U4286	B168979 B48787 B59495 B4177 B191930 B20212 B124718 B200877 B1555	B195952-0 B157870-0 B50097-0 B25216-0 B130308-0 B103957-0 B127551-0 B38496-0 B165567-0 B163797-0 B121672-0 B174158-0 B183198-0 B2978-0 B171007-0 B111950-0 B147948-0 B64751-0 B151935-0 B48998-0
4287	U4287	B151497	B128044-0 B25744-0 B86241-0 B50930-0 B198943-0 B111972-0 B107634-0 B142449-0 B182854-0 B161925-0 B71807-0 B103860-0 B113460-0 B171451-0 B50525-0 B86940-0 B138521-0 B75866-0 B30384-0 B136224-0
4288	U4288	B117673 B196012 B48600 B114166 B165537	B112213-0 B117809-0 B171180-0 B53585-0 B176980-0 B142345-0 B19641-0 B100338-0 B210438-0 B145094-0 B176476-0 B186391-0 B132922-0 B70278-0 B34701-0 B193008-0 B5347-0 B170253-0 B53820-0 B63133-0
4289	U4289	B9051 B115050 B175710 B188606 B60957 B2439 B114349 B6332	B156871-0 B24935-0 B205544-0 B141907-0 B51749-0 B171531-0 B66712-0 B13466-0 B96446-0 B130309-0 B8613-0 B114731-0 B180276-0 B125287-0 B22169-0 B61249-0 B24182-0 B6073-0 B81269-0 B153818-0
4290	U4290	B122384 B198365 B211455 B53243 B90240	B45449-0 B131572-0 B157817-0 B199679-0 B71716-0 B166450-0 B175321-0 B99057-0 B12198-0 B98596-0 B52014-0 B201451-0 B80652-0 B158870-0 B53226-0 B134314-0 B151495-0 B152018-0 B204940-0 B4525-0
4291	U4291	B32970 B62752 B48763 B6073	B143530-0 B18067-0 B22562-0 B143515-0 B168313-0 B11217-0 B141588-0 B77341-0 B46582-0 B61565-0 B48239-0 B132049-0 B132922-0 B123778-0 B38488-0 B125441-0 B16352-0 B81903-0 B131750-1 B140865-0
4293	U4293	B125247 B87424 B25590 B24474 B201385 B202177 B88974 B114457	B41818-0 B61848-0 B129498-0 B56821-0 B167044-0 B66058-0 B145789-0 B172023-0 B69592-0 B209625-0 B21183-0 B193965-0 B74802-0 B103991-0 B124718-0 B109303-0 B110768-0 B19273-0 B141964-0 B179781-0
4294	U4294	B85152 B199301 B86241 B72214 B137004 B107125 B144008	B160600-0 B42630-0 B32242-0 B74193-0 B26524-0 B73255-0 B127520-0 B68742-0 B46974-0 B56596-0 B118709-0 B118150-0 B159652-0 B97086-0 B45762-0 B17027-0 B177244-0 B18464-0 B50687-0 B113594-0
4295	U4295	B100602 B153908 B20648	B17043-0 B167430-0 B187515-0 B33742-0 B182797-0 B207392-0 B153311-0 B68358-0 B130245-0 B166415-0 B11797-0 B113906-0 B184656-0 B97780-0 B136365-0 B93429-0 B130373-0 B105813-0 B49154-0 B83475-0
4296	U4296	B110506 B32918	B163661-0 B99657-0 B36462-0 B11741-0 B42570-0 B193477-0 B18777-0 B76822-0 B31632-0 B47992-0 B202356-0 B83949-0 B180338-0 B149057-0 B63547-0 B83243-0 B89638-0 B196209-0 B52153-0 B71502-0
4297	U4297	B31465 B29120 B6687	B153707-0 B126753-0 B170373-0 B184008-0 B129214-0 B67754-0 B192088-0 B55355-0 B90828-0 B27281-0 B25314-0 B58798-0 B18869-0 B80764-0 B58345-0 B150515-0 B49171-0 B104615-0 B55632-0 B202356-0
4298	U4298	B43987 B40162 B208176 B122269 B201506 B67294 B164815 B190251	B47049-0 B124548-0 B92241-0 B133173-0 B177226-0 B155170-0 B143923-0 B111068-0 B116186-0 B46162-1 B41213-0 B6939-0 B78123-1 B150896-0 B198187-0 B157391-0 B198405-0 B104767-0 B135854-0 B122873-0
4299	U4299	B118649	B98470-0 B11548-0 B153095-0 B158167-0 B157993-0 B31522-0 B74375-0 B84243-0 B190858-0 B170142-0 B117899-0 B99226-0 B9374-0 B87094-0 B16373-0 B31809-0 B59794-0 B182999-0 B18067-0 B41204-0
4300	U4300	B24228 B14842 B205455 B117598 B121657 B99848	B74170-0 B47854-0 B30874-0 B197075-0 B17442-0 B134581-1 B49424-0 B28012-0 B103511-0 B196090-0 B116324-0 B45413-0 B75112-1 B13328-0 B189497-1 B156215-0 B57402-0 B95037-0 B26591-0 B210260-0
4301	U4301	B3968 B117971 B172406 B798 B43260 B110794 B177976 B31223 B52838 B88133 B38607	B163828-0 B188267-0 B152437-0 B120952-0 B183770-0 B19035-0 B69592-0 B61249-0 B47128-0 B171464-0 B178178-0 B138151-0 B98044-0 B53022-0 B148887-0 B123429-0 B81532-0 B31912-0 B167582-0 B105780-0
4303	U4303		
4304	U4304		
4305	U4305	B190318 B114910 B111068	B201043-0 B76340-0 B6204-0 B161300-0 B158396-0 B130272-0 B189408-0 B64892-0 B42618-0 B203567-0 B150809-0 B99414-0 B177000-0 B184944-0 B181251-0 B11463-0 B191279-0 B190803-0 B173330-0 B32029-0
4306	U4306	B170304 B106620 B177793 B202773 B173330 B190214 B110097 B108041	B37689-0 B139866-0 B196213-0 B126642-0 B38224-0 B153447-0 B84470-0 B6204-0 B176254-0 B88528-0 B108279-0 B193883-0 B152264-0 B148954-0 B139117-0 B209292-0 B160000-0 B182433-0 B1521-0 B7752-0
4307	U4307	B17798 B3241 B210406	B55549-0 B62215-0 B27349-0 B88640-0 B144491-0 B9173-0 B31564-0 B109012-0 B41938-0 B43823-0 B5281-0 B37314-0 B161985-0 B123589-0 B111508-0 B156984-0 B136589-0 B144133-0 B49009-0 B56782-0
4308	U4308	B24069 B53284 B67698 B101243 B134205	B166699-0 B145766-0 B129528-0 B102864-0 B166664-0 B163505-0 B118124-0 B21928-0 B131495-0 B62394-0 B183235-0 B188182-0 B164899-0 B122927-0 B34701-0 B189536-0 B63423-0 B127582-0 B115358-0 B123925-0
4309	U4309	B51997	B25207-0 B192361-0 B149607-0 B64243-0 B28500-0 B130702-0 B9843-0 B17737-0 B67577-0 B141551-0 B27026-0 B65631-0 B45762-0 B126868-0 B113157-0 B8129-0 B80304-0 B110388-0 B93640-0 B183722-0
4310	U4310	B84020 B160007 B49045 B37179 B95489	B139866-0 B99760-0 B127471-0 B34062-0 B203048-0 B34785-0 B108293-0 B70406-0 B159763-0 B168447-0 B39486-0 B103692-0 B157863-0 B23221-0 B200491-0 B44320-0 B110068-0 B75694-0 B28684-0 B125660-0
4311	U4311	B155731 B184185 B138482 B189055 B4679 B7862	B97047-0 B171452-0 B107497-0 B58287-0 B9420-0 B84243-0 B191746-0 B179899-0 B177305-0 B82474-0 B184059-0 B98206-0 B172226-0 B118212-0 B61886-0 B125247-0 B146701-0 B7135-0 B69539-0 B190639-0
4312	U4312	B183523 B135784 B40162 B149558	B13748-0 B33742-0 B149279-0 B119574-0 B13536-0 B130100-0 B38949-0 B182679-0 B64095-0 B70701-0 B179209-0 B146579-0 B14966-0 B22233-0 B147782-0 B34192-0 B162841-0 B50100-0 B189633-0 B152815-0
4314	U4314	B185773 B185399 B153663 B16298	B153024-0 B48156-0 B54227-0 B151175-0 B22190-0 B120377-0 B27219-0 B3607-0 B70094-0 B51322-0 B105005-0 B246-0 B166275-0 B145390-0 B129647-0 B28078-0 B135987-0 B80384-0 B164078-0 B127137-0
4315	U4315	B196118 B29009 B43577	B58873-0 B172469-0 B18034-0 B104185-0 B30874-0 B89305-0 B151270-0 B10238-0 B199315-0 B95623-0 B205455-0 B14295-0 B111972-0 B30215-0 B26925-0 B50210-0 B191069-0 B134225-0 B197161-0 B145949-0
4316	U4316	B169151 B153095 B132121 B145260 B54487	B6168-0 B114043-0 B118303-0 B148901-0 B20083-0 B112366-0 B6363-0 B153077-0 B79791-0 B167582-0 B76575-0 B95728-0 B195573-1 B160439-0 B139423-0 B196718-0 B66075-0 B166599-0 B133326-0 B134205-0
