User,Entities
U5511,"['Q43164', 'Q3272007', 'Q2006235', 'Q190273']"
U5512,"['Q909828', 'Q7569', 'Q79894', 'Q11761985']"
U5513,"['Q650689', 'Q62955', 'Q211557', 'Q2344154']"
U5514,"['Q336', 'Q7242']"
U5515,"['Q254110', 'Q10862524', 'Q316', 'Q1321', 'Q1860', 'Q7700876']"
U5516,"['Q180627', 'Q813449']"
U5517,"['Q186361', 'Q9147']"
U5518,"['Q2069454', 'Q16420442', 'Q29179169', 'Q6927', 'Q186335', 'Q2737173', 'Q43250', 'Q875951', 'Q1640039', 'Q55420', 'Q362', 'Q41142', 'Q347879', 'Q951694', 'Q109925608', 'Q278818']"
U5519,['Q26161438']
U5520,['Q5583528']
U5521,"['Q164294', 'Q981992']"
U5522,['Q762707']
U5523,"['Q17861998', 'Q19389495', 'Q67609872', 'Q1762022', 'Q106300300']"
U5524,[]
U5525,"['Q30', 'Q3719']"
U5526,"['Q46831', 'Q746076', 'Q1517523', 'Q18029644', 'Q4653', 'Q1762298', 'Q788222', 'Q45529', 'Q16799431']"
U5527,"['Q6881511', 'Q166142', 'Q2115']"
U5528,"['Q178600', 'Q998', 'Q108', 'Q19801832']"
U5529,[]
U5530,['Q5253456']
U5531,"['Q2364643', 'Q1159003', 'Q95882618', 'Q2359782', 'Q1841']"
U5532,"['Q388483', 'Q182575']"
U5533,"['Q612479', 'Q383973']"
U5534,"['Q29809465', 'Q34687', 'Q106039']"
U5535,['Q60']
U5536,"['Q106856325', 'Q3257270', 'Q936969', 'Q864447']"
U5537,"['Q3957904', 'Q1475036', 'Q970803', 'Q3131572', 'Q3421648', 'Q15989253', 'Q2360918', 'Q11423', 'Q253556']"
U5538,"['Q169427', 'Q3230962', 'Q1762298', 'Q5075459', 'Q1699033', 'Q187349', 'Q1158477', 'Q804402', 'Q35610']"
U5539,[]
U5540,"['Q145', 'Q51883323', 'Q5686']"
U5541,"['Q111501773', 'Q31431', 'Q523', 'Q206904']"
U5542,"['Q508291', 'Q9350']"
U5543,"['Q1612', 'Q1321468', 'Q16308156', 'Q9884', 'Q13422248']"
U5544,"['Q859161', 'Q21450092', 'Q10664578']"
U5545,"['Q23400', 'Q20916885', 'Q6497468', 'Q42968985']"
U5546,"['Q206357', 'Q113924923', 'Q16881915', 'Q11399', 'Q641740', 'Q578279']"
U5547,"['Q1370999', 'Q96611309', 'Q186422', 'Q846570']"
U5548,"['Q12099', 'Q3302947', 'Q159334', 'Q42165']"
U5549,"['Q158668', 'Q2867027', 'Q2277', 'Q217050', 'Q63127402', 'Q111740735', 'Q202763', 'Q679', 'Q12544', 'Q989494', 'Q8445', 'Q105723266', 'Q461499', 'Q2648051']"
U5550,"['Q177053', 'Q1297', 'Q10437', 'Q3331846', 'Q207694', 'Q1187369']"
U5551,"['Q7873', 'Q6958747', 'Q313193', 'Q2889119']"
U5552,"['Q175421', 'Q1439', 'Q578', 'Q211', 'Q7600060', 'Q111046715', 'Q48843', 'Q133507', 'Q931791', 'Q204', 'Q1064074', 'Q876852']"
U5553,"['Q328804', 'Q38965', 'Q550338', 'Q1370', 'Q33126963', 'Q178790', 'Q341915', 'Q142668', 'Q87', 'Q107126', 'Q686223', 'Q43421', 'Q656', 'Q230788', 'Q1752901', 'Q61', 'Q52621824', 'Q15290']"
U5554,['Q184224']
U5555,"['Q4677161', 'Q131575', 'Q130283', 'Q35041', 'Q138311']"
U5556,"['Q5686', 'Q131007']"
U5557,"['Q157031', 'Q80702', 'Q34981']"
U5558,"['Q28198', 'Q23835490', 'Q30']"
U5559,"['Q546427', 'Q450', 'Q223403', 'Q14283096', 'Q950900', 'Q16876487', 'Q178885', 'Q1158139', 'Q2979', 'Q21491451', 'Q3556272']"
U5560,"['Q1335100', 'Q16869477']"
U5561,['Q36066387']
U5562,"['Q25391', 'Q7934']"
U5563,[]
U5564,"['Q791277', 'Q2231030', 'Q606900', 'Q19720184', 'Q21', 'Q668', 'Q2363857', 'Q810', 'Q19814']"
U5565,"['Q1075929', 'Q78592927', 'Q17110510', 'Q450', 'Q60723796', 'Q33587', 'Q1089982', 'Q114']"
U5566,"['Q1058731', 'Q166039']"
U5567,"['Q18149199', 'Q67428529', 'Q31384134']"
U5568,"['Q327591', 'Q7521081', 'Q33101432', 'Q25908345', 'Q3449499', 'Q5878', 'Q39212', 'Q23434']"
U5569,"['Q7414', 'Q1774771', 'Q55165235', 'Q2290907']"
U5570,"['Q7566', 'Q12140']"
U5571,['Q152357']
U5572,"['Q564', 'Q16870631', 'Q189964', 'Q2290980', 'Q4355804']"
U5573,"['Q12791', 'Q1998865', 'Q12826225', 'Q79734', 'Q3570980', 'Q892', 'Q717763', 'Q74359']"
U5574,"['Q319871', 'Q23445', 'Q61', 'Q667', 'Q21500584']"
U5575,"['Q318099', 'Q842598', 'Q5138867']"
U5576,['Q80370']
U5577,"['Q12321', 'Q3500849', 'Q247731', 'Q63565252', 'Q8094', 'Q1645566', 'Q7013444']"
U5578,"['Q2283', 'Q1006', 'Q3124335', 'Q182060', 'Q181233', 'Q1694286', 'Q612693', 'Q16532929']"
U5579,"['Q16887117', 'Q336', 'Q56893631', 'Q2752427', 'Q539051', 'Q17027003']"
U5580,"['Q1969309', 'Q353673', 'Q996954', 'Q664', 'Q95726933', 'Q28128222', 'Q935489', 'Q662373', 'Q334001', 'Q42519', 'Q330946', 'Q213600']"
U5581,['Q104879834']
U5582,['Q72090']
U5583,"['Q1304320', 'Q18419', 'Q60', 'Q16275870']"
U5584,"['Q96231044', 'Q49543764']"
U5585,"['Q1221042', 'Q1078487', 'Q74674437', 'Q2796', 'Q136469']"
U5586,"['Q4976795', 'Q37828928']"
U5587,['Q3947']
U5588,"['Q2285224', 'Q145']"
U5589,[]
U5590,"['Q3943046', 'Q7389625', 'Q723682', 'Q111', 'Q3197419', 'Q108328533', 'Q36881447']"
U5591,[]
U5592,"['Q209766', 'Q4743725', 'Q2113029', 'Q636142', 'Q101401', 'Q41500']"
U5593,"['Q7323231', 'Q7228768']"
U5594,"['Q216188', 'Q345', 'Q9610']"
U5595,"['Q2000125', 'Q36348']"
U5596,"['Q254046', 'Q571', 'Q153551', 'Q1821038', 'Q336', 'Q15290', 'Q28962312', 'Q181508', 'Q12731', 'Q5727902', 'Q975490', 'Q2658837', 'Q1475036', 'Q302', 'Q18392185', 'Q16199391', 'Q473741', 'Q838948', 'Q8765', 'Q2', 'Q761952', 'Q174546', 'Q639251', 'Q870109', 'Q154365', 'Q106039', 'Q1638918', 'Q156351', 'Q66741638', 'Q12892367', 'Q10494269', 'Q11436', 'Q278818', 'Q991333', 'Q30', 'Q30230067', 'Q220546', 'Q131841']"
U5597,['Q7598820']
U5598,"['Q270983', 'Q134456', 'Q17', 'Q58363586', 'Q653478', 'Q208045', 'Q180422', 'Q44539', 'Q1761112']"
U5599,"['Q2843961', 'Q64617960', 'Q7041317', 'Q145']"
U5600,"['Q985542', 'Q3381868', 'Q16279078', 'Q2619740']"
U5601,"['Q132821', 'Q18331466']"
U5602,"['Q184303', 'Q165', 'Q467', 'Q5']"
U5603,"['Q47472063', 'Q220546', 'Q1689246', 'Q56094']"
U5604,"['Q109928117', 'Q7757045', 'Q5686', 'Q711821']"
U5605,"['Q629680', 'Q192912', 'Q1475036', 'Q1049271', 'Q11398090', 'Q2550566', 'Q27175', 'Q4685092', 'Q3224493', 'Q111175582', 'Q842438', 'Q1741', 'Q564', 'Q695715', 'Q692']"
U5606,"['Q454870', 'Q302186']"
U5607,"['Q5891', 'Q100802531']"
U5608,"['Q109061', 'Q11272', 'Q4830453']"
U5609,"['Q68448145', 'Q14317024', 'Q7311541', 'Q20731004', 'Q5600736']"
U5610,"['Q10859343', 'Q20165913']"
U5611,"['Q909828', 'Q1371', 'Q76245998']"
U5612,"['Q336', 'Q12147', 'Q105560171', 'Q7949', 'Q106039', 'Q494367', 'Q131272']"
U5613,"['Q2800304', 'Q1768667', 'Q4864985', 'Q88666402', 'Q318399', 'Q3884', 'Q5194627', 'Q37340', 'Q39816', 'Q21450908', 'Q69790110', 'Q1268823', 'Q1808956', 'Q26507957']"
U5614,"['Q53497', 'Q353673', 'Q12894677', 'Q136469']"
U5615,"['Q23445', 'Q460303']"
U5616,"['Q551997', 'Q1090', 'Q753', 'Q39782']"
U5617,"['Q7569', 'Q1542331']"
U5618,"['Q4', 'Q1440778', 'Q929597', 'Q1762022', 'Q60', 'Q14775914', 'Q1160186', 'Q1741', 'Q84', 'Q5250893', 'Q771', 'Q18402122', 'Q30641938', 'Q66262', 'Q5878908', 'Q779', 'Q287895', 'Q13371', 'Q139464']"
U5619,"['Q3266236', 'Q1548123', 'Q12894677']"
U5620,"['Q298656', 'Q7937793']"
U5621,"['Q1190945', 'Q21512270']"
U5622,"['Q705178', 'Q7204316', 'Q328327', 'Q28150740', 'Q47928', 'Q637849', 'Q13420296']"
U5623,"['Q13389032', 'Q1792644']"
U5624,"['Q1922209', 'Q101843', 'Q39212', 'Q99', 'Q1216542', 'Q16876201']"
U5625,"['Q157978', 'Q3918', 'Q345']"
U5626,['Q18201513']
U5627,"['Q23640', 'Q79872', 'Q6296982', 'Q828696', 'Q251']"
U5628,"['Q66741662', 'Q928831']"
U5629,['Q39018']
U5630,"['Q998', 'Q57975466']"
U5631,['Q394253']
U5632,"['Q262119', 'Q30']"
U5633,['Q208166']
U5634,"['Q40640', 'Q581138', 'Q734', 'Q28836240', 'Q5451558', 'Q543']"
U5635,"['Q16938807', 'Q2', 'Q3131572']"
U5636,"['Q208555', 'Q970803', 'Q37472146']"
U5637,"['Q42462', 'Q44342', 'Q211557', 'Q157696', 'Q449068', 'Q1929466', 'Q1509', 'Q106039', 'Q973587', 'Q846570']"
U5638,"['Q1091146', 'Q3560987', 'Q221820', 'Q33979', 'Q6453423', 'Q216195', 'Q278818']"
U5639,"['Q1024426', 'Q40397', 'Q12241622', 'Q83813652']"
U5640,"['Q83310', 'Q33979']"
U5641,['Q1250916']
U5642,"['Q4927937', 'Q6698880', 'Q539890']"
U5643,"['Q8445', 'Q3637880']"
U5644,"['Q1682564', 'Q85852336', 'Q336747']"
U5645,"['Q165678', 'Q3966', 'Q7397']"
U5646,"['Q1210950', 'Q1009298', 'Q21', 'Q362', 'Q153218', 'Q183', 'Q18097', 'Q881']"
U5647,"['Q45529', 'Q1344', 'Q11260']"
U5648,"['Q28685071', 'Q90009741', 'Q1801787', 'Q16865385']"
U5649,"['Q2663752', 'Q1140241', 'Q6722083', 'Q2100759', 'Q1860', 'Q188', 'Q48301', 'Q510472']"
U5650,"['Q5486209', 'Q1158566', 'Q110574890', 'Q8463', 'Q60475135', 'Q25372']"
U5651,"['Q496818', 'Q189004', 'Q1860', 'Q2411295', 'Q13224629', 'Q1064471', 'Q64508441', 'Q80137']"
U5652,"['Q564', 'Q818202', 'Q286', 'Q98344666']"
U5653,"['Q25391', 'Q1003839', 'Q940030']"
U5654,"['Q24778517', 'Q15524816', 'Q108057324', 'Q280658', 'Q897', 'Q171283', 'Q65062088']"
U5655,"['Q19287541', 'Q1246']"
U5656,['Q131072']
U5657,"['Q7873', 'Q4677161']"
U5658,"['Q1475036', 'Q226730', 'Q145']"
U5659,"['Q68850', 'Q5283295', 'Q1074523', 'Q180049', 'Q193247', 'Q742961', 'Q1164940', 'Q165194', 'Q7978455', 'Q81612', 'Q8860', 'Q6164939']"
U5660,"['Q1929038', 'Q2780711', 'Q971767', 'Q30', 'Q15989253', 'Q667', 'Q846570']"
U5661,"['Q10494846', 'Q11776438']"
U5662,['Q16515248']
U5663,['Q1425577']
U5664,"['Q43297', 'Q457710', 'Q1788781', 'Q1066997', 'Q2790516', 'Q81201879', 'Q899532']"
U5665,['Q59798']
U5666,[]
U5667,[]
U5668,"['Q185789', 'Q2140674', 'Q332462']"
U5669,"['Q936969', 'Q60', 'Q36495', 'Q1297']"
U5670,"['Q142', 'Q1338914', 'Q1782301', 'Q6958747', 'Q145']"
U5671,"['Q5413585', 'Q1940938', 'Q326914', 'Q49433009', 'Q15868042', 'Q48479', 'Q7245', 'Q215410', 'Q1251926']"
U5672,"['Q283', 'Q188666', 'Q8078', 'Q747691', 'Q6143279']"
U5673,"['Q657221', 'Q16221631', 'Q64359916', 'Q1258373', 'Q276258', 'Q117085988', 'Q1475036', 'Q2003356', 'Q61747235', 'Q228', 'Q813449', 'Q585222']"
U5674,[]
U5675,['Q977906']
U5676,"['Q810611', 'Q10494013']"
U5677,['Q21482619']
U5678,"['Q47231', 'Q35160', 'Q5084', 'Q1089094', 'Q506', 'Q16279062', 'Q50377313', 'Q69488', 'Q161775', 'Q478958']"
U5679,"['Q16881915', 'Q182817', 'Q50482901', 'Q316']"
U5680,['Q2901587']
U5681,"['Q2090092', 'Q145']"
U5682,"['Q115480547', 'Q237499', 'Q3302249', 'Q2573619']"
U5683,"['Q541194', 'Q36322', 'Q3056940']"
U5684,"['Q902272', 'Q1226318', 'Q988108', 'Q348489', 'Q376997', 'Q12344159', 'Q557880', 'Q5001701', 'Q838966', 'Q9610']"
U5685,"['Q80930', 'Q165', 'Q19582298', 'Q174596', 'Q23240', 'Q49149', 'Q37479420', 'Q473252']"
U5686,['Q508291']
U5687,"['Q185696', 'Q278818', 'Q85852336']"
U5688,"['Q2093663', 'Q163549', 'Q33979']"
U5689,"['Q15290', 'Q145']"
U5690,"['Q9884', 'Q41561005']"
U5691,"['Q164294', 'Q1675463', 'Q119702', 'Q3947']"
U5692,"['Q1043631', 'Q127856', 'Q104340', 'Q5431750', 'Q342537', 'Q213425', 'Q345', 'Q484881', 'Q148732', 'Q209662', 'Q183240', 'Q12496454', 'Q18033787', 'Q310819', 'Q19004', 'Q3286', 'Q9960', 'Q34851', 'Q110056266', 'Q315487', 'Q86768', 'Q17061329', 'Q76057436', 'Q4616', 'Q162389', 'Q189081', 'Q11637', 'Q558333', 'Q201034', 'Q191107', 'Q30']"
U5693,"['Q36456', 'Q5126929', 'Q540784', 'Q274167', 'Q16468589', 'Q16575965', 'Q313377', 'Q105742453']"
U5694,"['Q83310', 'Q39212', 'Q20000520', 'Q48438', 'Q8698', 'Q2845', 'Q4821948', 'Q2709141', 'Q16865383', 'Q185583', 'Q857921', 'Q2656672', 'Q180272']"
U5695,"['Q50868', 'Q5736', 'Q11768', 'Q42606', 'Q81794', 'Q157995', 'Q7009672', 'Q130002', 'Q79', 'Q5684', 'Q34374', 'Q14643601', 'Q130227', 'Q58373', 'Q7176', 'Q6733923', 'Q1569970']"
U5696,"['Q122634', 'Q1158139', 'Q2925343', 'Q59725751', 'Q1860']"
U5697,"['Q74359', 'Q145']"
U5698,[]
U5699,"['Q5510697', 'Q122634']"
U5700,"['Q220644', 'Q47168480', 'Q4830453', 'Q11016']"
U5701,"['Q571', 'Q26262152', 'Q938470']"
U5702,"['Q274410', 'Q42976', 'Q656', 'Q21027324', 'Q2565443', 'Q3447790', 'Q7278', 'Q80919', 'Q971245', 'Q8853', 'Q28528560', 'Q15732892', 'Q6186', 'Q181907']"
U5703,"['Q5994', 'Q131479', 'Q66223', 'Q330848', 'Q61662564', 'Q1339']"
U5704,"['Q483271', 'Q1258373', 'Q4848392', 'Q667', 'Q2658113', 'Q1465737', 'Q812']"
U5705,"['Q432586', 'Q12791', 'Q43263925', 'Q191104']"
U5706,"['Q178885', 'Q302', 'Q353673', 'Q7565', 'Q564', 'Q7949']"
U5707,"['Q978770', 'Q16140', 'Q34670', 'Q89831947', 'Q1860']"
U5708,[]
U5709,"['Q250763', 'Q6158553', 'Q15831157', 'Q103873472', 'Q812', 'Q1439', 'Q1522', 'Q80252', 'Q96', 'Q36854846', 'Q846570', 'Q207416', 'Q1321', 'Q1940766', 'Q455133', 'Q15052031', 'Q12542', 'Q315795', 'Q394067', 'Q36747']"
U5710,"['Q36868807', 'Q1321', 'Q783', 'Q30', 'Q96']"
U5711,[]
U5712,['Q8442']
U5713,"['Q48', 'Q11790847', 'Q373315', 'Q109186406']"
U5714,"['Q1370999', 'Q8094', 'Q259653', 'Q3934074', 'Q173540', 'Q186422', 'Q2655374']"
U5715,['Q1076932']
U5716,"['Q316', 'Q2110096', 'Q3807899']"
U5717,"['Q859501', 'Q11351']"
U5718,"['Q6542497', 'Q222171', 'Q181907', 'Q6542511', 'Q28528560']"
U5719,"['Q35064', 'Q727861']"
U5720,"['Q12826225', 'Q19866947', 'Q394970', 'Q1936485', 'Q9531', 'Q208870', 'Q180322', 'Q213480', 'Q206818', 'Q12719645', 'Q223468', 'Q177329', 'Q223091']"
U5721,"['Q46721', 'Q184785', 'Q2897866']"
U5722,"['Q173095', 'Q7569']"
U5723,"['Q541194', 'Q3009634', 'Q1321', 'Q136469', 'Q75482201']"
U5724,"['Q1308', 'Q1321']"
U5725,"['Q23118', 'Q34442', 'Q5017794', 'Q10437', 'Q85', 'Q79', 'Q15702425', 'Q1305584', 'Q47740']"
U5726,"['Q5355144', 'Q62810808', 'Q118907676', 'Q24238419']"
U5727,"['Q12826225', 'Q892', 'Q230436', 'Q739428', 'Q560488', 'Q16867', 'Q692', 'Q43076406', 'Q1247153']"
U5728,"['Q93191', 'Q41057', 'Q682443', 'Q15', 'Q664609', 'Q842438', 'Q21392347']"
U5729,['Q42177']
U5730,"['Q82723', 'Q112983', 'Q5287', 'Q7429317']"
U5731,"['Q8242', 'Q15079344', 'Q177634', 'Q238124', 'Q131156', 'Q864928', 'Q2468262', 'Q16354816', 'Q2792431', 'Q622813']"
U5732,"['Q2343169', 'Q3822096', 'Q12790756', 'Q1145497', 'Q138311']"
U5733,"['Q74359', 'Q15228', 'Q892', 'Q185737', 'Q193955', 'Q136469', 'Q3884']"
U5734,"['Q624852', 'Q4926472', 'Q188', 'Q6550']"
U5735,['Q7533929']
U5736,"['Q1040689', 'Q7356442']"
U5737,"['Q43238', 'Q2536900', 'Q3236990', 'Q49', 'Q30', 'Q145116', 'Q64154383', 'Q12085527', 'Q6882', 'Q21178894', 'Q852660']"
U5738,"['Q175421', 'Q7600060', 'Q111046715', 'Q9035582', 'Q11421', 'Q198438', 'Q499', 'Q204', 'Q81900', 'Q48843', 'Q1190089', 'Q1439', 'Q488622', 'Q553137']"
U5739,[]
U5740,"['Q2979089', 'Q19428144', 'Q128861', 'Q557615', 'Q111', 'Q313', 'Q1229', 'Q200055', 'Q1622145']"
U5741,['Q16478446']
U5742,"['Q39631', 'Q11231408', 'Q71']"
U5743,"['Q16428906', 'Q28180', 'Q11812', 'Q16280793', 'Q842438', 'Q846570', 'Q1370', 'Q178790', 'Q3918', 'Q1860', 'Q21', 'Q127318', 'Q16562', 'Q61', 'Q1853362', 'Q43788', 'Q947115', 'Q517', 'Q19816532', 'Q24603', 'Q30', 'Q780687', 'Q258532']"
U5744,"['Q128135', 'Q362', 'Q352', 'Q5589178', 'Q46']"
U5745,['Q158668']
U5746,"['Q3235604', 'Q145', 'Q1077388']"
U5747,"['Q5994029', 'Q59112', 'Q1461', 'Q928', 'Q192278', 'Q189138', 'Q96', 'Q648283', 'Q1237823', 'Q770779', 'Q16562', 'Q214426', 'Q183', 'Q30', 'Q46', 'Q13300', 'Q1439', 'Q1522', 'Q816', 'Q842438', 'Q154091', 'Q65068995', 'Q7850986', 'Q159']"
U5748,"['Q1075', 'Q7078777', 'Q81741', 'Q46248', 'Q3257270', 'Q2599656', 'Q145', 'Q668', 'Q669992', 'Q8460327', 'Q108453379', 'Q3966487', 'Q71797766', 'Q238231', 'Q9004934', 'Q4', 'Q1158586', 'Q134313', 'Q2058699', 'Q473252', 'Q30601489']"
U5749,"['Q430034', 'Q4653', 'Q187349']"
U5750,['Q106723578']
U5751,"['Q4', 'Q1993601', 'Q37080', 'Q3119417', 'Q32724']"
U5752,"['Q739951', 'Q2', 'Q668885']"
U5753,"['Q116258888', 'Q145', 'Q746251']"
U5754,"['Q737343', 'Q46', 'Q362', 'Q11247470', 'Q1162163', 'Q23681360', 'Q9916']"
U5755,"['Q25208903', 'Q27678531', 'Q1124']"
U5756,"['Q1512', 'Q142', 'Q30', 'Q916280', 'Q424325', 'Q108709', 'Q26492768', 'Q19707', 'Q846570', 'Q20649838', 'Q17549077', 'Q3231251', 'Q101935', 'Q1608406']"
U5757,"['Q1845', 'Q97595506', 'Q178885', 'Q1860']"
U5758,"['Q212', 'Q21021692', 'Q1158394', 'Q1860', 'Q359548']"
U5759,"['Q668885', 'Q355406', 'Q938470']"
U5760,"['Q106321353', 'Q318', 'Q42']"
U5761,"['Q82571', 'Q20738981', 'Q12788170']"
U5762,"['Q169138', 'Q2', 'Q7937', 'Q30103', 'Q30', 'Q867682', 'Q6030703', 'Q2249676']"
U5763,"['Q633403', 'Q114986850', 'Q4567381']"
U5764,"['Q483893', 'Q16820180', 'Q3131572', 'Q1439']"
U5765,"['Q1814362', 'Q1475036', 'Q571']"
U5766,"['Q1473420', 'Q215410', 'Q7245', 'Q48479', 'Q2195840', 'Q18569', 'Q657222', 'Q106039', 'Q15868042']"
U5767,['Q215410']
U5768,['Q22669635']
U5769,['Q25107']
U5770,['Q49389']
U5771,[]
U5772,"['Q20', 'Q890189', 'Q1279401', 'Q2648323']"
U5773,"['Q1969448', 'Q3947', 'Q2570643']"
U5774,"['Q936801', 'Q190684', 'Q1475036', 'Q9816', 'Q23567', 'Q36348']"
U5775,"['Q1218', 'Q37', 'Q707539', 'Q832778', 'Q270', 'Q36', 'Q16871587', 'Q7550', 'Q7530', 'Q393477', 'Q83372', 'Q809', 'Q42884', 'Q211201', 'Q9268', 'Q216', 'Q154607', 'Q8798', 'Q545', 'Q1363802', 'Q2095', 'Q106039', 'Q7325', 'Q43250', 'Q1026', 'Q2287863', 'Q188', 'Q7737']"
U5776,"['Q94665316', 'Q1125021', 'Q5471076', 'Q756118', 'Q8676', 'Q107198']"
U5777,[]
U5778,"['Q16278460', 'Q273677']"
U5779,"['Q1093483', 'Q230793', 'Q211201', 'Q41573748', 'Q179121', 'Q671747', 'Q34474', 'Q2802136', 'Q159']"
U5780,"['Q2347790', 'Q15731774', 'Q1159127', 'Q378238']"
U5781,[]
U5782,"['Q12826225', 'Q19866947', 'Q1647282']"
U5783,['Q16243912']
U5784,"['Q132821', 'Q35064', 'Q193531', 'Q164061', 'Q44703605', 'Q13632220']"
U5785,"['Q965', 'Q3421648']"
U5786,"['Q106039', 'Q302', 'Q16876676', 'Q1845', 'Q1095565']"
U5787,"['Q82235983', 'Q218600', 'Q7181', 'Q41424289', 'Q18190932', 'Q42295', 'Q812', 'Q7804', 'Q7164', 'Q366']"
U5788,"['Q21491201', 'Q211201', 'Q43070', 'Q37133', 'Q80709']"
U5789,"['Q103845149', 'Q306764', 'Q1109134', 'Q6031268', 'Q9705']"
U5790,"['Q110562172', 'Q2008856', 'Q22316', 'Q881', 'Q184469', 'Q179637']"
U5791,"['Q487965', 'Q76299', 'Q81741', 'Q735', 'Q1262007', 'Q16428906', 'Q1639825', 'Q746676', 'Q462', 'Q54102413', 'Q171048', 'Q1894374', 'Q184843']"
U5792,"['Q26573850', 'Q231043', 'Q2623792', 'Q1900188']"
U5793,"['Q7565', 'Q177232', 'Q37302', 'Q30015853', 'Q1074648', 'Q37090', 'Q19792', 'Q178885', 'Q18086706', 'Q179461', 'Q825', 'Q8436', 'Q37475795']"
U5794,"['Q8698', 'Q17549077']"
U5795,"['Q16387084', 'Q2743003', 'Q1066587']"
U5796,"['Q8563383', 'Q185451', 'Q511593', 'Q37260', 'Q157031']"
U5797,"['Q56539730', 'Q21510836', 'Q168728', 'Q909', 'Q1860', 'Q150', 'Q21050435', 'Q5079799', 'Q58825429', 'Q3341893', 'Q4619085']"
U5798,"['Q294562', 'Q610190', 'Q168983']"
U5799,"['Q938470', 'Q69488']"
U5800,"['Q5105331', 'Q4779260']"
U5801,"['Q83310', 'Q16514899', 'Q5', 'Q39212', 'Q48438', 'Q20000520', 'Q214100']"
U5802,"['Q523', 'Q1067617', 'Q1309927', 'Q1092', 'Q17532715']"
U5803,"['Q34442', 'Q715768', 'Q465179', 'Q1176076', 'Q675705', 'Q1058731', 'Q1778168', 'Q21578277', 'Q215681', 'Q81109', 'Q3606848', 'Q695715', 'Q2085381', 'Q23387', 'Q107111354']"
U5804,"['Q1231428', 'Q150', 'Q2851075', 'Q1978454', 'Q36322', 'Q1682564', 'Q820695', 'Q18185']"
U5805,"['Q26262599', 'Q37193393', 'Q83346929']"
U5806,['Q801']
U5807,"['Q51406', 'Q201', 'Q138311', 'Q19970517', 'Q104612841', 'Q20995766']"
U5808,"['Q832237', 'Q103862548']"
U5809,['Q3529376']
U5810,"['Q236885', 'Q8261', 'Q4927937', 'Q37486805', 'Q708206', 'Q11072', 'Q133492', 'Q105756', 'Q2087143', 'Q268495', 'Q43293', 'Q275985', 'Q1087138']"
U5811,"['Q206357', 'Q81741', 'Q428052', 'Q1177', 'Q3026175', 'Q116365084']"
U5812,"['Q840974', 'Q41212574', 'Q1249148']"
U5813,"['Q191924', 'Q1860', 'Q987673', 'Q1241117', 'Q200303']"
U5814,"['Q12826225', 'Q178561', 'Q18051389']"
U5815,"['Q49', 'Q56557153', 'Q157118', 'Q182882', 'Q12191064', 'Q208045', 'Q1194261']"
U5816,"['Q5105924', 'Q669171']"
U5817,"['Q668885', 'Q355406', 'Q938470', 'Q8337', 'Q174097', 'Q408']"
U5818,"['Q1626186', 'Q13917', 'Q473252']"
U5819,"['Q3392', 'Q8432', 'Q24265327']"
U5820,[]
U5821,"['Q7569', 'Q234606']"
U5822,"['Q35000', 'Q1475036', 'Q4421', 'Q2294929']"
U5823,['Q16257427']
U5824,"['Q12099', 'Q720235', 'Q29281', 'Q202387', 'Q37519337', 'Q12135', 'Q90637174', 'Q217']"
U5825,"['Q35926', 'Q3563412', 'Q1035', 'Q204170', 'Q213756', 'Q75247395', 'Q652911', 'Q192988']"
U5826,['Q613361']
U5827,"['Q13119823', 'Q5444469']"
U5828,"['Q496818', 'Q33979', 'Q208826']"
U5829,"['Q215410', 'Q26746', 'Q31966', 'Q2195840', 'Q48479', 'Q15868042', 'Q1497']"
U5830,"['Q113925598', 'Q3521208', 'Q16562', 'Q12790756', 'Q113668916']"
U5831,"['Q1535505', 'Q705722', 'Q302', 'Q1475036', 'Q8171', 'Q18190932']"
U5832,"['Q35140', 'Q14944328', 'Q21492391', 'Q9687', 'Q2796622', 'Q57743399', 'Q11272']"
U5833,"['Q405', 'Q2382344']"
U5834,"['Q2747456', 'Q6731000', 'Q1142885', 'Q3560987']"
U5835,"['Q183046', 'Q36322', 'Q11281443', 'Q3056940', 'Q473252']"
U5836,['Q99']
U5837,"['Q27654038', 'Q21507920', 'Q12507', 'Q278818']"
U5838,"['Q2094855', 'Q136469', 'Q24925']"
U5839,['Q188']
U5840,['Q80702']
U5841,"['Q145', 'Q51883323', 'Q19683', 'Q5686']"
U5842,['Q799']
U5843,[]
U5844,"['Q6438458', 'Q5599353', 'Q988108', 'Q56945727']"
U5845,"['Q1682564', 'Q16869876', 'Q1548123']"
U5846,"['Q381072', 'Q25113790']"
U5847,"['Q21392347', 'Q1018271', 'Q192776', 'Q15080511', 'Q1195488', 'Q18575', 'Q3260093', 'Q223044', 'Q9459', 'Q1368165', 'Q849419', 'Q30', 'Q846570', 'Q80807942']"
U5848,"['Q280898', 'Q1068487', 'Q202093', 'Q25373', 'Q21939924', 'Q504518', 'Q17027551', 'Q663596']"
U5849,"['Q207961', 'Q667205', 'Q36253', 'Q7809739', 'Q42332']"
U5850,['Q1393']
U5851,"['Q17252', 'Q17290619', 'Q668', 'Q5869', 'Q187985', 'Q17293']"
U5852,"['Q22667', 'Q145', 'Q27715880', 'Q7899848', 'Q982004', 'Q49776', 'Q131110']"
U5853,"['Q541194', 'Q3560987', 'Q3056940', 'Q30325721', 'Q107551626']"
